country,candy,sales
ARE,white chocolate bar,1038420
SAU,chocolate cookies,709493
BRA,chocolate cookies,733277
TUR,white chocolate bar,1857220
RUS,white chocolate bar,5768764
RUS,gummy bears,7853116
DEU,gummy bears,9691284
CAN,lollipops,4480908
SAU,butter cookies,4490494
IND,white chocolate bar,941243
CHN,caramel popcorn,5632686
MEX,blueberry bubblegum,3915674
GBR,white chocolate bar,5959724
TUR,lollipops,7687417
ARE,butter cookies,8803971
TUR,caramel popcorn,4309376
USA,butter cookies,3934803
IND,chocolate bar,8239532
BRA,caramel popcorn,1610768
ITA,dark chocolate bar,1527910
MEX,caramel popcorn,8467502
MEX,caramel popcorn,2373444
SAU,gummy bears,9577602
BRA,peanut butter pops,6682092
RUS,caramel popcorn,926240
USA,white chocolate bar,124420
SAU,white chocolate bar,6915528
ARE,gummy bears,9442795
MEX,butter cookies,2884749
RUS,lollipops,4238163
IND,dark chocolate bar,9775597
DEU,white chocolate bar,2004577
ARE,dark chocolate bar,1138790
GBR,white chocolate bar,4508547
ARE,white chocolate bar,3287934
TUR,lollipops,6709551
TUR,chocolate cookies,6619832
CHN,lollipops,3919386
GBR,dark chocolate bar,434444
USA,white chocolate bar,8860304
SAU,butter cookies,2749167
FRA,butter cookies,2260528
TUR,gummy bears,3879227
ARE,butter cookies,6655795
IND,butter cookies,6464533
BRA,white chocolate bar,1757663
SAU,peanut butter pops,459279
GBR,chocolate bar,360170
BRA,chocolate cookies,2262908
ARE,chocolate cookies,3991297
CHN,chocolate bar,7577590
RUS,gummy bears,2582773
GBR,gummy bears,7246882
ARE,white chocolate bar,673740
FRA,gummy bears,3484451
MEX,butter cookies,1872866
RUS,lollipops,8105642
SAU,dark chocolate bar,4334815
USA,lollipops,303191
ARE,butter cookies,1994363
DEU,butter cookies,4876370
FRA,blueberry bubblegum,5511047
CAN,blueberry bubblegum,2032583
SAU,white chocolate bar,9186413
IND,lollipops,9037502
IND,butter cookies,1440122
IND,butter cookies,6482100
DEU,chocolate bar,4225016
FRA,lollipops,5629261
FRA,butter cookies,1052244
MEX,peanut butter pops,2886130
ITA,blueberry bubblegum,8278707
BRA,dark chocolate bar,4485547
CAN,butter cookies,2235374
DEU,butter cookies,5973150
FRA,chocolate bar,1884785
IND,chocolate bar,8816701
MEX,blueberry bubblegum,9468802
DEU,blueberry bubblegum,628407
ITA,dark chocolate bar,6051991
CHN,blueberry bubblegum,4773187
DEU,gummy bears,2131589
IND,blueberry bubblegum,3082717
IND,caramel popcorn,863916
ITA,peanut butter pops,4363446
ARE,chocolate cookies,2887434
CHN,blueberry bubblegum,1347483
ARE,lollipops,2881458
MEX,peanut butter pops,3306452
ARE,chocolate bar,6920889
RUS,dark chocolate bar,1768652
SAU,chocolate bar,606544
GBR,lollipops,1273880
IND,butter cookies,1693802
FRA,gummy bears,6802464
DEU,caramel popcorn,8728116
SAU,white chocolate bar,9373894
DEU,peanut butter pops,6229028
BRA,gummy bears,2607885
MEX,chocolate cookies,6365603
DEU,butter cookies,9222962
ITA,white chocolate bar,338174
SAU,gummy bears,5442731
MEX,lollipops,2436548
SAU,gummy bears,6446319
FRA,lollipops,6513174
TUR,lollipops,5774698
ITA,blueberry bubblegum,3754480
IND,dark chocolate bar,2535203
CHN,dark chocolate bar,5566204
TUR,butter cookies,5115431
IND,lollipops,9240920
CAN,white chocolate bar,7250635
BRA,caramel popcorn,8052392
IND,peanut butter pops,8775976
USA,white chocolate bar,637130
ARE,peanut butter pops,2170352
ITA,dark chocolate bar,1509042
TUR,butter cookies,6939792
TUR,gummy bears,4904123
GBR,dark chocolate bar,6775505
CAN,blueberry bubblegum,7131466
ITA,white chocolate bar,7341898
MEX,blueberry bubblegum,9902077
SAU,chocolate bar,417937
CAN,chocolate bar,6689163
RUS,chocolate cookies,3694103
ITA,chocolate bar,3930168
ITA,dark chocolate bar,8224212
TUR,butter cookies,8222370
FRA,caramel popcorn,8902111
ITA,chocolate cookies,522495
ARE,blueberry bubblegum,9651476
BRA,caramel popcorn,4095685
TUR,butter cookies,8036153
ARE,gummy bears,1630401
GBR,gummy bears,9255426
DEU,butter cookies,3992606
ITA,lollipops,6710207
IND,blueberry bubblegum,8486742
GBR,blueberry bubblegum,8535803
USA,peanut butter pops,3911229
MEX,lollipops,8672979
GBR,white chocolate bar,3359811
CHN,caramel popcorn,9682271
MEX,chocolate bar,403853
FRA,caramel popcorn,5969245
ARE,caramel popcorn,7200893
BRA,lollipops,3754712
CHN,peanut butter pops,4163625
DEU,butter cookies,6051428
TUR,chocolate bar,1408831
GBR,chocolate cookies,965278
GBR,caramel popcorn,8416176
USA,white chocolate bar,7091626
ARE,dark chocolate bar,2393727
DEU,chocolate cookies,9671966
ARE,blueberry bubblegum,2061572
GBR,chocolate cookies,7855605
TUR,blueberry bubblegum,5352007
TUR,gummy bears,7357573
USA,chocolate cookies,6237551
RUS,gummy bears,9259084
DEU,peanut butter pops,1171779
USA,butter cookies,8603928
IND,chocolate cookies,942508
CHN,chocolate bar,6830419
IND,white chocolate bar,5402155
BRA,white chocolate bar,3997323
TUR,peanut butter pops,3566867
ARE,lollipops,2757087
TUR,lollipops,9478174
IND,butter cookies,664869
IND,caramel popcorn,4388066
SAU,peanut butter pops,7937817
TUR,blueberry bubblegum,4226540
ARE,gummy bears,4766164
DEU,white chocolate bar,1138599
CHN,blueberry bubblegum,1677009
CAN,chocolate cookies,5092810
CAN,caramel popcorn,9421720
CHN,butter cookies,3692922
ITA,white chocolate bar,8447403
USA,chocolate cookies,8622973
MEX,gummy bears,5295991
BRA,caramel popcorn,6166774
IND,chocolate cookies,8382073
RUS,butter cookies,7149607
CAN,blueberry bubblegum,8727256
MEX,caramel popcorn,7913976
CHN,lollipops,5683123
MEX,dark chocolate bar,3482825
FRA,dark chocolate bar,1640898
MEX,gummy bears,558836
IND,caramel popcorn,7481057
BRA,white chocolate bar,2094989
IND,white chocolate bar,3265985
USA,blueberry bubblegum,8679403
ITA,white chocolate bar,4557833
IND,gummy bears,8874269
MEX,gummy bears,9090798
IND,gummy bears,5874523
TUR,gummy bears,3272656
ITA,white chocolate bar,2620631
FRA,blueberry bubblegum,993464
DEU,white chocolate bar,933514
MEX,peanut butter pops,3274151
GBR,blueberry bubblegum,8260942
ARE,white chocolate bar,6817381
FRA,blueberry bubblegum,947652
ARE,dark chocolate bar,9182675
IND,caramel popcorn,1334068
DEU,chocolate bar,3980711
GBR,chocolate bar,2113250
USA,caramel popcorn,3089769
DEU,peanut butter pops,3462621
CHN,chocolate bar,7289256
BRA,butter cookies,5937367
GBR,peanut butter pops,6020115
DEU,lollipops,1010744
ARE,peanut butter pops,3629675
GBR,white chocolate bar,3060520
TUR,caramel popcorn,8520807
TUR,peanut butter pops,3547144
ARE,chocolate bar,8319484
ARE,caramel popcorn,3350480
USA,white chocolate bar,3378534
GBR,caramel popcorn,7424991
BRA,peanut butter pops,6475351
RUS,lollipops,936671
CHN,dark chocolate bar,1631432
IND,butter cookies,242141
BRA,white chocolate bar,2438219
DEU,blueberry bubblegum,4966975
CAN,white chocolate bar,705262
USA,gummy bears,5675366
USA,chocolate bar,3761117
MEX,gummy bears,5883068
ITA,butter cookies,166590
GBR,dark chocolate bar,8433311
TUR,peanut butter pops,6834182
CHN,lollipops,5575454
RUS,peanut butter pops,8226709
CHN,chocolate bar,8226149
CHN,peanut butter pops,4505849
CHN,butter cookies,9497049
CHN,peanut butter pops,6397099
RUS,dark chocolate bar,7548000
DEU,white chocolate bar,9864005
CHN,caramel popcorn,7899503
BRA,caramel popcorn,1977146
ARE,dark chocolate bar,5919440
ITA,blueberry bubblegum,2547889
GBR,butter cookies,9924601
SAU,butter cookies,9466874
CHN,dark chocolate bar,9397890
CAN,caramel popcorn,7634355
MEX,caramel popcorn,7131770
GBR,peanut butter pops,4774579
FRA,white chocolate bar,274651
IND,chocolate bar,7309737
SAU,caramel popcorn,7192523
ITA,caramel popcorn,4705602
RUS,caramel popcorn,7477674
DEU,dark chocolate bar,9750951
BRA,lollipops,5354507
GBR,dark chocolate bar,9344022
RUS,blueberry bubblegum,620386
DEU,gummy bears,7245390
IND,lollipops,7974279
CHN,gummy bears,3274275
ARE,chocolate bar,4577524
IND,peanut butter pops,8314366
MEX,caramel popcorn,6003081
ITA,chocolate bar,5400703
ARE,gummy bears,2759187
CAN,peanut butter pops,1600435
GBR,blueberry bubblegum,3769280
CHN,dark chocolate bar,151384
RUS,lollipops,4868936
FRA,butter cookies,4477666
IND,peanut butter pops,1030846
GBR,chocolate bar,157730
MEX,peanut butter pops,6364413
RUS,gummy bears,175892
CAN,blueberry bubblegum,1344603
MEX,lollipops,7507882
GBR,white chocolate bar,5248953
ARE,gummy bears,5685783
ARE,blueberry bubblegum,483905
CAN,chocolate bar,4683667
GBR,lollipops,9701610
USA,chocolate bar,2233550
GBR,peanut butter pops,2755689
FRA,gummy bears,2630161
CAN,dark chocolate bar,6702267
MEX,gummy bears,9500508
MEX,lollipops,8462410
CAN,caramel popcorn,4331063
USA,caramel popcorn,4070568
SAU,lollipops,6885234
GBR,gummy bears,1853780
SAU,caramel popcorn,4174794
CHN,blueberry bubblegum,2392527
RUS,peanut butter pops,1428757
RUS,chocolate bar,9055947
MEX,chocolate bar,3168404
IND,blueberry bubblegum,8026886
BRA,chocolate bar,7029972
IND,caramel popcorn,5469869
FRA,gummy bears,9738585
BRA,caramel popcorn,8384144
BRA,dark chocolate bar,8801180
GBR,chocolate cookies,6816523
MEX,dark chocolate bar,369967
IND,white chocolate bar,5635297
RUS,lollipops,2227512
BRA,peanut butter pops,9085243
RUS,white chocolate bar,6398646
CAN,peanut butter pops,454873
RUS,caramel popcorn,7496790
IND,blueberry bubblegum,6673460
BRA,caramel popcorn,1045240
GBR,white chocolate bar,7616015
BRA,peanut butter pops,621356
DEU,butter cookies,6432643
CHN,chocolate cookies,8538054
FRA,dark chocolate bar,2843385
ARE,peanut butter pops,6514528
RUS,caramel popcorn,3190436
FRA,butter cookies,7115955
CAN,chocolate cookies,1262007
IND,peanut butter pops,535741
MEX,white chocolate bar,8686212
MEX,chocolate bar,418987
FRA,white chocolate bar,9885517
SAU,caramel popcorn,7294419
ITA,white chocolate bar,5411852
RUS,butter cookies,1290938
RUS,dark chocolate bar,2309348
IND,chocolate bar,1488867
SAU,chocolate cookies,1486743
CHN,lollipops,1495639
RUS,blueberry bubblegum,3313445
ARE,chocolate bar,1775710
ARE,lollipops,2792812
ARE,dark chocolate bar,3878596
TUR,chocolate cookies,2812561
USA,chocolate bar,9284774
SAU,butter cookies,1344821
BRA,gummy bears,628961
CAN,peanut butter pops,9141918
BRA,caramel popcorn,4413043
GBR,chocolate bar,5751869
RUS,butter cookies,8845195
CAN,chocolate cookies,4435061
MEX,lollipops,2422597
CAN,chocolate bar,9068752
RUS,butter cookies,3415351
FRA,blueberry bubblegum,8626101
DEU,butter cookies,2561077
BRA,blueberry bubblegum,1079344
ARE,peanut butter pops,1288878
ARE,lollipops,5537858
MEX,chocolate bar,6903891
MEX,gummy bears,7275700
MEX,white chocolate bar,3158571
ITA,dark chocolate bar,1233977
BRA,dark chocolate bar,8179487
GBR,lollipops,9052941
FRA,lollipops,8221838
GBR,caramel popcorn,1585543
ITA,gummy bears,7907245
BRA,dark chocolate bar,5919899
ARE,chocolate bar,2801053
GBR,butter cookies,7615626
USA,gummy bears,6771909
CHN,chocolate bar,6170488
MEX,blueberry bubblegum,8981550
FRA,butter cookies,9394148
MEX,blueberry bubblegum,7086275
CHN,caramel popcorn,9714212
BRA,butter cookies,3358367
MEX,butter cookies,5220942
ITA,blueberry bubblegum,4388536
GBR,dark chocolate bar,2209498
SAU,butter cookies,7320144
FRA,chocolate bar,3811080
ITA,chocolate cookies,6247833
TUR,caramel popcorn,7552790
RUS,chocolate cookies,4322657
CHN,chocolate cookies,1234764
GBR,chocolate cookies,6088030
CAN,caramel popcorn,1614539
ARE,lollipops,4977683
TUR,gummy bears,6720135
TUR,chocolate bar,1845651
ITA,lollipops,3264348
TUR,chocolate cookies,7981816
CHN,chocolate cookies,7151911
MEX,butter cookies,6917387
ARE,caramel popcorn,8735681
CHN,gummy bears,9463665
ITA,chocolate cookies,7782032
ARE,white chocolate bar,3444415
IND,lollipops,3459503
RUS,dark chocolate bar,5256870
FRA,dark chocolate bar,3194568
SAU,blueberry bubblegum,8793994
ARE,white chocolate bar,3742947
RUS,butter cookies,1507467
CAN,blueberry bubblegum,9444923
CHN,blueberry bubblegum,6297306
BRA,butter cookies,8849727
CAN,chocolate cookies,1699671
ITA,chocolate cookies,921506
RUS,dark chocolate bar,7316270
RUS,white chocolate bar,7224491
GBR,dark chocolate bar,8529116
USA,dark chocolate bar,9176175
BRA,dark chocolate bar,6748381
USA,peanut butter pops,6661479
FRA,white chocolate bar,887358
IND,caramel popcorn,2803802
ITA,chocolate bar,8136940
IND,peanut butter pops,9784126
ARE,blueberry bubblegum,2314033
FRA,chocolate cookies,9154521
ARE,gummy bears,8385443
GBR,lollipops,1131514
SAU,butter cookies,9029009
TUR,white chocolate bar,5507574
CHN,white chocolate bar,8653515
GBR,butter cookies,4010920
SAU,white chocolate bar,6515600
GBR,white chocolate bar,3475593
DEU,caramel popcorn,5617388
FRA,lollipops,1734403
SAU,dark chocolate bar,7897421
RUS,gummy bears,6650646
CAN,dark chocolate bar,9245325
ITA,chocolate cookies,1642372
SAU,gummy bears,9702989
MEX,chocolate bar,5413138
RUS,chocolate cookies,3564323
CHN,butter cookies,4654211
ITA,lollipops,3374069
TUR,lollipops,7746597
MEX,gummy bears,2465369
SAU,caramel popcorn,3224725
USA,chocolate bar,1689339
CHN,lollipops,4857049
TUR,chocolate cookies,1970095
DEU,blueberry bubblegum,5807504
GBR,lollipops,2104349
MEX,butter cookies,9110191
CHN,caramel popcorn,3754375
SAU,butter cookies,2807484
FRA,blueberry bubblegum,6207108
BRA,chocolate cookies,155587
MEX,caramel popcorn,6851658
RUS,dark chocolate bar,6773260
DEU,lollipops,6796637
FRA,blueberry bubblegum,3647508
ARE,lollipops,5180874
FRA,lollipops,970232
USA,peanut butter pops,5289879
USA,chocolate cookies,8430252
CHN,chocolate bar,1204680
TUR,chocolate bar,8334764
DEU,gummy bears,9267239
TUR,dark chocolate bar,1305785
GBR,dark chocolate bar,349171
IND,chocolate cookies,3187395
MEX,blueberry bubblegum,1606547
SAU,peanut butter pops,3912515
BRA,blueberry bubblegum,4136015
ARE,peanut butter pops,1048547
MEX,white chocolate bar,4279455
CHN,white chocolate bar,5893685
ARE,chocolate cookies,663978
ITA,butter cookies,4277708
GBR,lollipops,1674394
GBR,chocolate cookies,9743770
IND,caramel popcorn,183717
GBR,chocolate bar,2487452
ARE,peanut butter pops,1965095
ARE,chocolate cookies,5945495
ARE,gummy bears,4574740
ITA,chocolate cookies,9293903
BRA,white chocolate bar,8127606
BRA,caramel popcorn,2652002
ARE,blueberry bubblegum,364962
FRA,chocolate bar,7869823
DEU,blueberry bubblegum,901522
IND,chocolate cookies,1667044
USA,peanut butter pops,4014773
BRA,peanut butter pops,5730013
ITA,peanut butter pops,8773398
SAU,butter cookies,7534241
GBR,lollipops,858515
GBR,butter cookies,1053660
CHN,gummy bears,2945132
BRA,caramel popcorn,374168
FRA,caramel popcorn,364614
CAN,caramel popcorn,7287463
FRA,caramel popcorn,7017427
DEU,caramel popcorn,1180546
IND,gummy bears,977850
RUS,lollipops,8024755
CHN,white chocolate bar,7074734
MEX,dark chocolate bar,5739815
CAN,dark chocolate bar,9137536
CAN,white chocolate bar,1973774
CAN,gummy bears,8600811
USA,blueberry bubblegum,4004152
GBR,lollipops,8760737
FRA,dark chocolate bar,3115567
CAN,blueberry bubblegum,8983883
USA,dark chocolate bar,802135
BRA,blueberry bubblegum,4410327
ITA,chocolate cookies,1236714
ITA,chocolate bar,4304231
DEU,chocolate bar,3949960
CHN,butter cookies,7764116
CAN,butter cookies,4333934
BRA,peanut butter pops,1610918
CAN,white chocolate bar,5392325
ARE,peanut butter pops,3556898
DEU,chocolate bar,8185490
BRA,caramel popcorn,3600675
SAU,peanut butter pops,9428423
RUS,chocolate cookies,273977
CAN,chocolate cookies,3086655
ITA,gummy bears,5114625
GBR,lollipops,5889365
USA,gummy bears,6171704
SAU,chocolate cookies,8975044
IND,gummy bears,7208733
CAN,butter cookies,4907373
BRA,blueberry bubblegum,3871146
CHN,white chocolate bar,5010464
ITA,gummy bears,482152
FRA,white chocolate bar,7786346
TUR,blueberry bubblegum,3481520
CAN,caramel popcorn,1807613
ARE,peanut butter pops,3659292
ITA,chocolate cookies,8408975
IND,caramel popcorn,5116104
USA,chocolate cookies,584775
FRA,caramel popcorn,5070189
GBR,peanut butter pops,3976226
ITA,chocolate cookies,2029184
GBR,butter cookies,3321887
TUR,dark chocolate bar,3131112
ITA,blueberry bubblegum,4188205
CAN,dark chocolate bar,9873513
GBR,gummy bears,4058500
GBR,butter cookies,1777362
IND,butter cookies,7409994
FRA,gummy bears,640487
RUS,butter cookies,7421900
CHN,butter cookies,563558
CAN,caramel popcorn,6819993
CHN,lollipops,1436825
DEU,white chocolate bar,827625
RUS,lollipops,2685628
SAU,chocolate cookies,7012026
CHN,lollipops,8380367
USA,chocolate cookies,8100016
USA,lollipops,177109
SAU,white chocolate bar,3871998
TUR,gummy bears,5401820
USA,gummy bears,4590201
CAN,gummy bears,3213544
IND,chocolate cookies,2069335
ARE,lollipops,2983960
FRA,butter cookies,9636185
CHN,chocolate bar,7749320
SAU,chocolate cookies,3689584
ARE,white chocolate bar,4471961
CAN,butter cookies,4663013
FRA,chocolate bar,8168100
TUR,gummy bears,3480020
USA,lollipops,739710
MEX,white chocolate bar,6762630
GBR,peanut butter pops,4670916
IND,chocolate bar,5160381
SAU,caramel popcorn,1455307
TUR,lollipops,2440112
ITA,chocolate bar,1432954
MEX,chocolate bar,3569150
ITA,white chocolate bar,3755808
USA,white chocolate bar,285393
USA,chocolate bar,4986545
ITA,caramel popcorn,7883643
TUR,blueberry bubblegum,8221876
ARE,blueberry bubblegum,7598547
USA,lollipops,241009
ITA,butter cookies,1015309
MEX,white chocolate bar,7024262
RUS,chocolate cookies,8624174
SAU,dark chocolate bar,5473352
SAU,butter cookies,1745275
ARE,chocolate bar,5582967
ARE,caramel popcorn,2763735
ITA,gummy bears,6638792
BRA,chocolate bar,2446510
TUR,butter cookies,3112241
BRA,white chocolate bar,8494680
SAU,white chocolate bar,8783086
TUR,caramel popcorn,8322286
MEX,lollipops,6629241
USA,chocolate cookies,1520044
IND,lollipops,9296523
GBR,lollipops,8357114
SAU,chocolate cookies,3283743
CAN,blueberry bubblegum,7762278
DEU,gummy bears,2192563
MEX,lollipops,5351534
MEX,butter cookies,4380402
IND,butter cookies,6889259
ARE,lollipops,2626505
TUR,chocolate bar,2232990
RUS,peanut butter pops,3622090
ARE,gummy bears,5991556
MEX,peanut butter pops,9747645
GBR,chocolate cookies,3715652
BRA,dark chocolate bar,566217
DEU,lollipops,9722676
DEU,peanut butter pops,1484263
BRA,white chocolate bar,2517529
MEX,peanut butter pops,7772265
ARE,white chocolate bar,1813624
RUS,white chocolate bar,7086572
RUS,butter cookies,1185424
GBR,chocolate bar,6128852
IND,chocolate bar,796690
TUR,butter cookies,8147872
ITA,dark chocolate bar,3317660
TUR,dark chocolate bar,9537891
CHN,butter cookies,7658053
GBR,chocolate bar,8314823
MEX,chocolate bar,6757440
ITA,chocolate bar,8397291
FRA,gummy bears,6439634
BRA,white chocolate bar,209762
CAN,dark chocolate bar,9197864
GBR,caramel popcorn,519124
CAN,dark chocolate bar,5762678
TUR,chocolate bar,8927173
MEX,caramel popcorn,5251105
TUR,gummy bears,4176696
SAU,caramel popcorn,4007920
BRA,peanut butter pops,9284457
CHN,lollipops,2571509
BRA,butter cookies,5021188
RUS,butter cookies,7999708
DEU,peanut butter pops,8997163
TUR,chocolate cookies,557670
CAN,caramel popcorn,9128268
ARE,butter cookies,2878304
TUR,peanut butter pops,4987215
CAN,blueberry bubblegum,7719944
ITA,caramel popcorn,3068265
CAN,blueberry bubblegum,5956676
ITA,butter cookies,8593602
USA,dark chocolate bar,1213916
ITA,white chocolate bar,9743822
CAN,peanut butter pops,2824841
BRA,caramel popcorn,6346314
DEU,chocolate cookies,7208016
DEU,chocolate cookies,1918719
USA,lollipops,6642889
IND,caramel popcorn,6664950
IND,butter cookies,3715747
ITA,lollipops,5072763
ITA,chocolate cookies,4633168
FRA,gummy bears,2947888
SAU,chocolate bar,9806068
IND,dark chocolate bar,2059584
CAN,butter cookies,2541563
SAU,lollipops,5658677
CAN,blueberry bubblegum,1687165
ARE,butter cookies,5313015
BRA,butter cookies,2994160
